Salary,YearsCode,EdLevel,RemoteWork,Is_USA
54923.0,7.0,Masters,Remote,0
160000.0,24.0,Masters,Hybrid,1
150000.0,7.0,Bachelors,Remote,1
167979.0,30.0,Masters,Remote,1
97143.0,25.0,Bachelors,Remote,0
107586.0,22.0,Bachelors,In-person,0
180000.0,40.0,Bachelors,Remote,1
69422.0,11.0,Masters,Remote,0
170000.0,16.0,Masters,Remote,1
59073.0,20.0,Bachelors,Hybrid,0
74970.0,8.0,Bachelors,Hybrid,0
71270.0,12.0,Bachelors,Remote,0
81663.0,13.0,Masters,Remote,0
190000.0,20.0,Masters,Remote,1
79000.0,8.0,Masters,In-person,1
99099.0,15.0,Bachelors,Hybrid,0
120000.0,40.0,Bachelors,Remote,1
101910.0,14.0,Masters,Remote,0
152655.0,15.0,Bachelors,Hybrid,0
52629.0,19.0,Bachelors,Remote,0
51448.0,10.0,Bachelors,Hybrid,0
70193.0,10.0,Masters,Hybrid,0
29909.0,7.0,Masters,Remote,0
170000.0,14.0,Bachelors,Hybrid,1
35041.0,8.0,Bachelors,Remote,0
46185.0,33.0,Bachelors,Hybrid,0
30453.0,9.0,Bachelors,Hybrid,0
92000.0,8.0,Bachelors,Remote,1
120330.0,6.0,Bachelors,Hybrid,0
85925.0,15.0,Bachelors,Hybrid,0
85536.0,14.0,Bachelors,Hybrid,0
160000.0,40.0,Masters,Remote,1
173000.0,22.0,Masters,In-person,1
141776.0,15.0,Bachelors,Hybrid,0
123566.0,8.0,Masters,Hybrid,0
87231.0,10.0,Bachelors,Hybrid,0
75000.0,34.0,Bachelors,Hybrid,1
82000.0,5.0,Bachelors,Hybrid,1
64691.0,4.0,Bachelors,Hybrid,0
205000.0,7.0,Bachelors,Remote,1
99000.0,20.0,Bachelors,In-person,1
26852.0,18.0,Bachelors,In-person,0
71270.0,9.0,Bachelors,Remote,0
121000.0,35.0,Bachelors,Hybrid,1
58490.0,7.0,Bachelors,Remote,0
139000.0,8.0,Bachelors,Hybrid,1
165000.0,8.0,Bachelors,Remote,1
111655.0,4.0,Bachelors,Hybrid,0
163000.0,16.0,Masters,Remote,1
43312.0,5.0,Bachelors,Hybrid,0
187000.0,21.0,Bachelors,Remote,1
98986.0,30.0,Masters,Remote,0
135000.0,12.0,Masters,Hybrid,1
21663.0,5.0,Masters,Remote,0
125000.0,4.0,Bachelors,Remote,1
69814.0,10.0,Masters,Remote,0
22378.0,4.0,Bachelors,In-person,0
138000.0,7.0,Bachelors,Remote,1
86309.0,14.0,Bachelors,Remote,0
130000.0,15.0,Bachelors,Hybrid,1
107406.0,10.0,Bachelors,Remote,0
110000.0,12.0,Bachelors,In-person,1
80000.0,9.0,Bachelors,Hybrid,1
30074.0,4.0,Bachelors,Hybrid,0
93244.0,32.0,Masters,Hybrid,0
199000.0,20.0,Masters,Hybrid,1
39981.0,3.0,Bachelors,Hybrid,0
69388.0,8.0,Masters,Remote,0
90221.0,10.0,Bachelors,Remote,0
80000.0,12.0,Masters,Remote,0
120000.0,12.0,Bachelors,Hybrid,1
150000.0,17.0,Bachelors,Hybrid,1
41160.0,5.0,Bachelors,Remote,0
149000.0,23.0,Bachelors,Remote,1
64444.0,8.0,Bachelors,Remote,0
23073.0,4.0,Bachelors,Remote,0
24746.0,13.0,Bachelors,Remote,0
89000.0,20.0,Bachelors,Hybrid,1
65271.0,17.0,Masters,Hybrid,0
67227.0,6.0,Bachelors,Hybrid,0
155000.0,11.0,Bachelors,Hybrid,1
35292.0,7.0,Bachelors,In-person,0
125000.0,8.0,Bachelors,Remote,1
80555.0,13.0,Bachelors,Hybrid,0
104000.0,10.0,Bachelors,Hybrid,1
79189.0,22.0,Masters,Hybrid,0
85778.0,24.0,Bachelors,Hybrid,0
58154.0,10.0,Bachelors,Remote,0
33296.0,16.0,Masters,Hybrid,0
96933.0,8.0,Masters,Hybrid,0
69814.0,6.0,Masters,Hybrid,0
144842.0,17.0,Masters,Hybrid,0
89087.0,22.0,Bachelors,Remote,0
33969.0,12.0,Bachelors,Hybrid,0
26320.0,10.0,Bachelors,Hybrid,0
142000.0,14.0,Bachelors,In-person,1
120330.0,10.0,Bachelors,Hybrid,0
180000.0,10.0,Bachelors,Hybrid,1
85000.0,12.0,Masters,Hybrid,1
186190.0,10.0,Bachelors,Remote,1
150000.0,8.0,Bachelors,Remote,1
203540.0,12.0,Masters,Hybrid,0
185000.0,26.0,Bachelors,Remote,1
74873.0,20.0,Masters,In-person,0
105000.0,6.0,Bachelors,Hybrid,1
48333.0,10.0,Masters,Hybrid,0
160000.0,12.0,Bachelors,Remote,1
161000.0,14.0,Bachelors,Remote,1
42923.0,7.0,Bachelors,Remote,0
81000.0,12.0,Bachelors,Remote,1
152655.0,11.0,Masters,Remote,0
211000.0,14.0,Masters,Remote,1
117000.0,7.0,Masters,Hybrid,1
34005.0,7.0,Bachelors,Hybrid,0
200000.0,49.0,Bachelors,Remote,1
62000.0,40.0,Masters,Hybrid,0
150000.0,13.0,Bachelors,Hybrid,1
94704.0,9.0,Bachelors,Remote,0
45111.0,12.0,Masters,Hybrid,0
61759.0,8.0,Bachelors,Hybrid,0
90000.0,25.0,Bachelors,Remote,1
60560.0,24.0,Masters,Remote,0
48333.0,7.0,Bachelors,Hybrid,0
80000.0,10.0,Bachelors,In-person,1
102036.0,24.0,Masters,Remote,0
38197.0,8.0,Masters,Remote,0
120000.0,22.0,Bachelors,Hybrid,1
75184.0,15.0,Bachelors,Remote,0
130541.0,25.0,Bachelors,Remote,0
127388.0,23.0,Masters,Hybrid,0
100000.0,12.0,Bachelors,Remote,1
67135.0,27.0,Bachelors,Remote,0
66373.0,21.0,Bachelors,Hybrid,0
42892.0,9.0,Masters,Hybrid,0
32712.0,2.0,Bachelors,Hybrid,0
165000.0,21.0,Bachelors,In-person,1
59073.0,4.0,Masters,Hybrid,0
65000.0,8.0,Bachelors,Hybrid,1
24731.0,6.0,Bachelors,Remote,0
180000.0,40.0,Masters,In-person,1
66592.0,14.0,Masters,Hybrid,0
66592.0,35.0,Masters,Hybrid,0
79962.0,27.0,Bachelors,Remote,0
37120.0,6.0,Masters,Hybrid,0
143076.0,20.0,Masters,Hybrid,0
66066.0,9.0,Masters,Remote,0
66769.0,25.0,Masters,Hybrid,0
52992.0,11.0,Masters,Hybrid,0
90000.0,3.0,Bachelors,Remote,1
127388.0,43.0,Bachelors,Remote,0
44757.0,13.0,Bachelors,Remote,0
91295.0,22.0,Masters,Remote,0
22216.0,5.0,Masters,Hybrid,0
86000.0,12.0,Masters,Remote,1
55422.0,15.0,Bachelors,Remote,0
240000.0,25.0,Bachelors,Remote,1
110000.0,10.0,Bachelors,Hybrid,1
165000.0,35.0,Bachelors,Remote,1
113401.0,14.0,Bachelors,Remote,0
21633.0,6.0,Masters,Hybrid,0
99999.0,42.0,Bachelors,Hybrid,0
101770.0,9.0,Bachelors,Remote,0
118147.0,10.0,Bachelors,Remote,0
30924.0,17.0,Bachelors,Remote,0
152865.0,10.0,Bachelors,Hybrid,0
180000.0,10.0,Bachelors,Remote,1
140000.0,10.0,Bachelors,Remote,1
23629.0,42.0,Masters,Remote,0
67236.0,14.0,Masters,Hybrid,0
126000.0,20.0,Bachelors,Remote,1
58598.0,7.0,Bachelors,Hybrid,0
120000.0,6.0,Bachelors,Hybrid,1
170000.0,11.0,Bachelors,Hybrid,1
133755.0,23.0,Bachelors,Hybrid,0
75000.0,11.0,Bachelors,Hybrid,1
64691.0,18.0,Masters,Remote,0
66592.0,24.0,Masters,Remote,0
32954.0,5.0,Bachelors,Hybrid,0
95000.0,22.0,Bachelors,Hybrid,1
200000.0,8.0,Masters,Remote,1
47259.0,5.0,Bachelors,Hybrid,0
170000.0,32.0,Bachelors,Remote,1
34958.0,30.0,Masters,Remote,0
150369.0,16.0,Masters,Remote,0
111892.0,30.0,Bachelors,Remote,0
144842.0,28.0,Masters,Hybrid,0
69373.0,19.0,Bachelors,Remote,0
59073.0,10.0,Masters,In-person,0
90866.0,35.0,Bachelors,Remote,0
36485.0,15.0,Masters,Hybrid,0
225000.0,40.0,Bachelors,Remote,1
77013.0,11.0,Masters,Hybrid,0
47554.0,18.0,Masters,Hybrid,0
47692.0,23.0,Masters,In-person,0
169000.0,9.0,Bachelors,In-person,1
50000.0,30.0,Bachelors,Remote,0
100000.0,15.0,Masters,Hybrid,1
23760.0,9.0,Masters,Remote,0
146072.0,22.0,Bachelors,Remote,0
60000.0,7.0,Masters,Remote,0
85925.0,10.0,Masters,Hybrid,0
150369.0,20.0,Masters,Remote,0
150000.0,24.0,Masters,Hybrid,1
136000.0,24.0,Bachelors,Hybrid,1
105000.0,4.0,Bachelors,Remote,1
60147.0,18.0,Bachelors,Remote,0
89172.0,22.0,Bachelors,Hybrid,0
66616.0,23.0,Masters,Hybrid,0
127000.0,10.0,Bachelors,Remote,1
200000.0,25.0,Bachelors,Hybrid,1
91997.0,20.0,Masters,Remote,0
83000.0,41.0,Bachelors,Hybrid,1
53703.0,14.0,Bachelors,Hybrid,0
32222.0,6.0,Masters,In-person,0
21886.0,5.0,Masters,Remote,0
73950.0,25.0,Masters,Remote,0
107406.0,20.0,Masters,Remote,0
160000.0,8.0,Bachelors,Remote,0
74110.0,17.0,Masters,Remote,0
143000.0,20.0,Masters,Remote,1
39740.0,5.0,Bachelors,Remote,0
71280.0,6.0,Bachelors,Remote,0
125000.0,10.0,Bachelors,Remote,1
103571.0,11.0,Masters,Hybrid,0
64444.0,30.0,Bachelors,Hybrid,0
120000.0,30.0,Bachelors,Remote,1
120000.0,13.0,Bachelors,In-person,1
25777.0,5.0,Bachelors,Remote,0
66615.0,15.0,Bachelors,Remote,0
80555.0,6.0,Bachelors,Hybrid,0
57000.0,10.0,Bachelors,In-person,1
40682.0,9.0,Bachelors,Hybrid,0
24243.0,10.0,Bachelors,Remote,0
95000.0,8.0,Masters,Remote,1
45860.0,5.0,Masters,Hybrid,0
65279.0,6.0,Bachelors,Hybrid,0
95000.0,8.0,Bachelors,Hybrid,1
130000.0,7.0,Bachelors,Hybrid,1
53703.0,10.0,Masters,Hybrid,0
102036.0,20.0,Masters,Hybrid,0
148000.0,5.0,Bachelors,Remote,1
117000.0,11.0,Bachelors,Hybrid,1
79962.0,12.0,Bachelors,Remote,0
209000.0,4.0,Bachelors,Remote,1
47660.0,24.0,Bachelors,Remote,0
79279.0,35.0,Bachelors,Remote,0
43155.0,20.0,Bachelors,Remote,0
47535.0,19.0,Masters,Remote,0
59073.0,10.0,Masters,In-person,0
130000.0,12.0,Bachelors,Remote,1
80555.0,34.0,Masters,Remote,0
180000.0,30.0,Bachelors,Remote,1
47677.0,9.0,Bachelors,Remote,0
101940.0,16.0,Bachelors,Hybrid,0
90736.0,12.0,Bachelors,Remote,0
90000.0,16.0,Bachelors,Remote,1
250000.0,12.0,Bachelors,Remote,1
140000.0,5.0,Bachelors,Remote,1
132132.0,20.0,Bachelors,Remote,0
92492.0,11.0,Masters,Hybrid,0
198198.0,10.0,Bachelors,In-person,0
92492.0,15.0,Bachelors,Hybrid,0
99099.0,5.0,Bachelors,Remote,0
220000.0,10.0,Bachelors,Hybrid,1
185000.0,20.0,Masters,Remote,1
153000.0,15.0,Masters,Remote,1
79279.0,32.0,Bachelors,Remote,0
110000.0,35.0,Bachelors,Remote,1
181732.0,27.0,Bachelors,Remote,0
160000.0,25.0,Bachelors,Hybrid,1
129381.0,15.0,Bachelors,Remote,0
66877.0,0.5,Bachelors,Hybrid,0
105706.0,20.0,Bachelors,Hybrid,0
140000.0,9.0,Masters,Remote,1
153641.0,19.0,Bachelors,Remote,0
100000.0,9.0,Bachelors,Remote,0
43616.0,14.0,Bachelors,Hybrid,0
175000.0,36.0,Masters,Remote,1
65424.0,12.0,Bachelors,Hybrid,0
56000.0,17.0,Bachelors,Hybrid,1
79279.0,44.0,Masters,Remote,0
145000.0,24.0,Masters,Hybrid,1
22378.0,5.0,Bachelors,Remote,0
163559.0,16.0,Masters,Remote,0
135000.0,6.0,Bachelors,Hybrid,1
165165.0,11.0,Bachelors,Hybrid,0
250000.0,47.0,Bachelors,Remote,1
145345.0,34.0,Bachelors,Hybrid,0
136096.0,23.0,Bachelors,Remote,0
59817.0,25.0,Masters,Hybrid,0
109039.0,38.0,Masters,Hybrid,0
107271.0,25.0,Bachelors,Hybrid,1
240000.0,12.0,Bachelors,Remote,1
190000.0,20.0,Masters,In-person,1
172000.0,16.0,Bachelors,Remote,1
175000.0,22.0,Bachelors,Hybrid,1
75000.0,8.0,Bachelors,Remote,1
22405.0,12.0,Bachelors,Hybrid,0
112000.0,10.0,Bachelors,Hybrid,1
65271.0,15.0,Bachelors,In-person,0
232834.0,20.0,Bachelors,Remote,0
215000.0,22.0,Bachelors,Remote,1
148000.0,25.0,Masters,Remote,1
202000.0,27.0,Bachelors,Hybrid,1
150000.0,16.0,Bachelors,Hybrid,1
96000.0,18.0,Bachelors,Remote,0
35809.0,15.0,Masters,Hybrid,0
65424.0,6.0,Bachelors,Hybrid,0
225000.0,10.0,Masters,Hybrid,1
85886.0,20.0,Masters,Hybrid,0
55190.0,12.0,Bachelors,In-person,0
127940.0,18.0,Masters,Remote,0
40149.0,15.0,Masters,In-person,0
165000.0,15.0,Masters,Remote,1
59817.0,23.0,Bachelors,Hybrid,0
96456.0,15.0,Bachelors,Hybrid,0
130000.0,25.0,Bachelors,Remote,1
112312.0,11.0,Bachelors,Hybrid,0
24003.0,5.0,Bachelors,Hybrid,0
125000.0,20.0,Masters,Remote,1
87000.0,10.0,Bachelors,Remote,1
32696.0,12.0,Bachelors,Hybrid,0
200000.0,45.0,Masters,Hybrid,1
94501.0,23.0,Bachelors,Remote,0
23936.0,6.0,Bachelors,In-person,0
79279.0,20.0,Bachelors,Hybrid,0
85886.0,8.0,Bachelors,Hybrid,0
150000.0,20.0,Masters,Remote,1
35421.0,12.0,Bachelors,Hybrid,0
72673.0,9.0,Bachelors,Hybrid,0
60157.0,20.0,Masters,Remote,0
96090.0,8.0,Bachelors,Remote,0
46092.0,5.0,Bachelors,In-person,0
76821.0,16.0,Bachelors,In-person,0
80220.0,15.0,Bachelors,Hybrid,0
51009.0,30.0,Bachelors,In-person,0
80000.0,14.0,Masters,Remote,0
36914.0,5.0,Bachelors,In-person,0
29738.0,9.0,Bachelors,In-person,0
53703.0,13.0,Masters,Hybrid,0
24780.0,3.0,Bachelors,In-person,0
132132.0,21.0,Bachelors,Remote,0
130000.0,10.0,Masters,Remote,1
120000.0,8.0,Masters,Remote,1
42394.0,9.0,Bachelors,Remote,0
101403.0,12.0,Bachelors,Hybrid,0
44000.0,8.0,Masters,Remote,0
56817.0,15.0,Bachelors,In-person,0
128887.0,28.0,Bachelors,Remote,0
101910.0,35.0,Bachelors,Hybrid,0
112312.0,16.0,Bachelors,Remote,0
200000.0,35.0,Bachelors,Remote,1
28712.0,15.0,Masters,Hybrid,0
59073.0,29.0,Masters,Hybrid,0
165165.0,22.0,Bachelors,Hybrid,0
80000.0,4.0,Bachelors,Remote,1
92369.0,30.0,Masters,Remote,0
53452.0,15.0,Bachelors,Remote,0
80555.0,8.0,Bachelors,Hybrid,0
53606.0,11.0,Masters,Hybrid,0
89189.0,27.0,Bachelors,Hybrid,0
56156.0,12.0,Bachelors,Hybrid,0
37666.0,5.0,Bachelors,Hybrid,0
46185.0,8.0,Bachelors,Remote,0
71962.0,6.0,Masters,Hybrid,0
48045.0,9.0,Bachelors,Hybrid,0
21266.0,3.0,Bachelors,Remote,0
94732.0,20.0,Masters,Hybrid,0
23927.0,14.0,Masters,Remote,0
38283.0,13.0,Masters,Remote,0
79051.0,22.0,Masters,Remote,0
79555.0,20.0,Bachelors,Hybrid,0
75659.0,12.0,Masters,Hybrid,0
67227.0,26.0,Masters,Remote,0
45111.0,4.0,Bachelors,In-person,0
57175.0,4.0,Bachelors,Hybrid,0
49600.0,14.0,Bachelors,Hybrid,0
76248.0,45.0,Masters,Hybrid,0
32222.0,4.0,Bachelors,Hybrid,0
107406.0,40.0,Masters,Hybrid,0
64444.0,7.0,Masters,Hybrid,0
142560.0,14.0,Bachelors,In-person,0
64444.0,41.0,Bachelors,Hybrid,0
23697.0,8.0,Bachelors,Remote,0
28612.0,7.0,Bachelors,Remote,0
64444.0,10.0,Masters,Hybrid,0
96666.0,21.0,Masters,Hybrid,0
49407.0,10.0,Bachelors,Hybrid,0
155984.0,22.0,Masters,Hybrid,0
79481.0,24.0,Masters,Hybrid,0
52477.0,14.0,Bachelors,Hybrid,0
102950.0,30.0,Masters,In-person,0
32170.0,12.0,Masters,Hybrid,0
71781.0,15.0,Masters,Hybrid,0
30914.0,8.0,Bachelors,Hybrid,0
53503.0,5.0,Masters,Remote,0
94267.0,30.0,Bachelors,Hybrid,0
216559.0,36.0,Bachelors,Remote,0
103110.0,8.0,Bachelors,Remote,0
148413.0,30.0,Bachelors,Remote,0
84076.0,5.0,Bachelors,Remote,0
30000.0,4.0,Bachelors,Hybrid,0
32109.0,10.0,Bachelors,Remote,0
22731.0,4.0,Bachelors,In-person,0
32120.0,11.0,Masters,In-person,0
38666.0,30.0,Bachelors,Hybrid,0
62296.0,15.0,Bachelors,Hybrid,0
95026.0,7.0,Bachelors,Remote,0
61222.0,12.0,Masters,Hybrid,0
72065.0,29.0,Bachelors,In-person,0
48333.0,15.0,Masters,In-person,0
144842.0,14.0,Masters,Hybrid,0
68662.0,11.0,Bachelors,In-person,0
72287.0,27.0,Bachelors,Remote,0
129936.0,38.0,Masters,Hybrid,0
75184.0,15.0,Masters,Hybrid,0
42425.0,8.0,Masters,Hybrid,0
75184.0,6.0,Masters,Hybrid,0
65424.0,10.0,Masters,Remote,0
66592.0,9.0,Masters,Hybrid,0
61222.0,32.0,Masters,Remote,0
69814.0,25.0,Bachelors,Remote,0
21481.0,12.0,Bachelors,Hybrid,0
71425.0,18.0,Masters,Remote,0
32222.0,24.0,Masters,Hybrid,0
32002.0,9.0,Masters,Remote,0
107406.0,25.0,Masters,Hybrid,0
146496.0,10.0,Bachelors,Hybrid,0
23629.0,2.0,Masters,In-person,0
45111.0,11.0,Masters,Hybrid,0
53703.0,17.0,Masters,Hybrid,0
21381.0,5.0,Masters,Hybrid,0
69121.0,25.0,Bachelors,Hybrid,0
136802.0,50.0,Masters,Hybrid,0
108794.0,22.0,Bachelors,In-person,0
29909.0,7.0,Bachelors,Hybrid,0
61222.0,17.0,Bachelors,Remote,0
23703.0,15.0,Bachelors,Remote,0
24707.0,8.0,Masters,In-person,0
44037.0,6.0,Bachelors,Hybrid,0
59288.0,8.0,Bachelors,Hybrid,0
161109.0,10.0,Bachelors,Remote,0
52430.0,20.0,Bachelors,In-person,0
165165.0,14.0,Bachelors,Hybrid,0
27969.0,9.0,Bachelors,Hybrid,0
45784.0,11.0,Masters,Hybrid,0
59073.0,18.0,Masters,In-person,0
32759.0,9.0,Bachelors,Remote,0
152865.0,9.0,Masters,Hybrid,0
45655.0,10.0,Masters,In-person,0
58344.0,40.0,Bachelors,Remote,0
23303.0,11.0,Bachelors,In-person,0
53703.0,21.0,Bachelors,Remote,0
70063.0,4.0,Masters,Hybrid,0
76433.0,29.0,Bachelors,Hybrid,0
44681.0,9.0,Masters,Hybrid,0
61789.0,10.0,Bachelors,Hybrid,0
113851.0,36.0,Masters,Hybrid,0
64444.0,8.0,Masters,Hybrid,0
92000.0,30.0,Masters,Remote,0
41888.0,15.0,Bachelors,Hybrid,0
38666.0,8.0,Masters,Hybrid,0
102036.0,11.0,Masters,Hybrid,0
85925.0,17.0,Masters,Remote,0
34694.0,23.0,Bachelors,Hybrid,0
51555.0,9.0,Masters,Hybrid,0
144842.0,32.0,Bachelors,Hybrid,0
39203.0,8.0,Masters,Hybrid,0
47854.0,13.0,Bachelors,Hybrid,0
58598.0,6.0,Bachelors,Remote,0
64444.0,17.0,Masters,Hybrid,0
30074.0,6.0,Bachelors,Hybrid,0
120000.0,12.0,Masters,Hybrid,0
116988.0,27.0,Bachelors,Hybrid,0
63694.0,27.0,Masters,Remote,0
44431.0,14.0,Masters,Remote,0
51836.0,9.0,Masters,Remote,0
29909.0,3.0,Bachelors,In-person,0
53703.0,9.0,Masters,Remote,0
69814.0,27.0,Bachelors,Remote,0
40676.0,15.0,Bachelors,Hybrid,0
150369.0,20.0,Masters,Remote,0
75000.0,13.0,Bachelors,Remote,0
76433.0,15.0,Bachelors,In-person,0
148479.0,14.0,Masters,Hybrid,0
89259.0,26.0,Bachelors,In-person,0
44544.0,13.0,Masters,Hybrid,0
80555.0,31.0,Masters,Remote,0
31612.0,13.0,Bachelors,Hybrid,0
67666.0,38.0,Bachelors,Hybrid,0
77332.0,19.0,Masters,Remote,0
98986.0,9.0,Masters,Remote,0
64341.0,7.0,Bachelors,In-person,0
214812.0,7.0,Masters,Hybrid,0
86905.0,4.0,Masters,Hybrid,0
59073.0,14.0,Masters,Hybrid,0
57325.0,12.0,Bachelors,Remote,0
43839.0,9.0,Bachelors,Hybrid,0
64178.0,8.0,Masters,Remote,0
61222.0,14.0,Masters,Hybrid,0
45111.0,7.0,Masters,Hybrid,0
51786.0,14.0,Masters,Remote,0
37026.0,8.0,Bachelors,Remote,0
59391.0,20.0,Masters,Hybrid,0
54220.0,26.0,Masters,Remote,0
25876.0,14.0,Bachelors,Hybrid,0
26852.0,10.0,Masters,Hybrid,0
52122.0,8.0,Masters,Hybrid,0
64444.0,22.0,Masters,Hybrid,0
32222.0,3.0,Masters,Hybrid,0
40814.0,4.0,Masters,In-person,0
35328.0,10.0,Bachelors,Hybrid,0
59073.0,13.0,Bachelors,Hybrid,0
80000.0,12.0,Masters,Remote,0
51555.0,12.0,Masters,In-person,0
100000.0,12.0,Bachelors,Remote,0
39740.0,11.0,Bachelors,Hybrid,0
89172.0,23.0,Masters,Remote,0
27080.0,4.0,Bachelors,Remote,0
107406.0,8.0,Masters,Hybrid,0
37120.0,9.0,Bachelors,Hybrid,0
44037.0,4.0,Masters,In-person,0
48314.0,8.0,Bachelors,Hybrid,0
134921.0,9.0,Bachelors,Hybrid,0
84633.0,16.0,Masters,Hybrid,0
64444.0,21.0,Masters,Hybrid,0
88862.0,20.0,Masters,Remote,0
24731.0,13.0,Bachelors,Hybrid,0
63057.0,18.0,Masters,Hybrid,0
200939.0,28.0,Bachelors,Remote,0
29000.0,27.0,Masters,Remote,0
24684.0,15.0,Bachelors,Hybrid,0
102000.0,20.0,Masters,Remote,0
79381.0,14.0,Bachelors,Remote,0
47134.0,38.0,Bachelors,Remote,0
52356.0,10.0,Bachelors,Hybrid,0
96666.0,15.0,Bachelors,Remote,0
57071.0,10.0,Bachelors,Hybrid,0
25123.0,17.0,Bachelors,Remote,0
77332.0,22.0,Masters,Remote,0
161905.0,15.0,Bachelors,Hybrid,0
76307.0,32.0,Masters,Hybrid,0
28712.0,10.0,Bachelors,Hybrid,0
32222.0,10.0,Masters,Hybrid,0
40814.0,11.0,Masters,Remote,0
127692.0,24.0,Masters,Remote,0
56633.0,7.0,Bachelors,In-person,0
55099.0,14.0,Bachelors,In-person,0
182591.0,11.0,Masters,Hybrid,0
75184.0,26.0,Bachelors,Hybrid,0
64603.0,15.0,Masters,Hybrid,0
40358.0,15.0,Bachelors,In-person,0
41888.0,6.0,Bachelors,Hybrid,0
32610.0,7.0,Bachelors,In-person,0
41828.0,6.0,Bachelors,Hybrid,0
190445.0,19.0,Masters,Hybrid,0
50000.0,10.0,Bachelors,Remote,0
21481.0,10.0,Masters,In-person,0
90783.0,40.0,Bachelors,In-person,0
80555.0,37.0,Bachelors,Hybrid,0
107406.0,24.0,Masters,Remote,0
40814.0,14.0,Bachelors,Hybrid,0
127388.0,18.0,Masters,Hybrid,0
100000.0,15.0,Masters,Hybrid,0
72001.0,25.0,Masters,In-person,0
70113.0,16.0,Bachelors,Hybrid,0
63694.0,21.0,Bachelors,Remote,0
38283.0,10.0,Bachelors,Hybrid,0
89808.0,11.0,Bachelors,Hybrid,0
105000.0,17.0,Bachelors,Remote,0
27175.0,8.0,Bachelors,Remote,0
77332.0,15.0,Masters,Hybrid,0
128682.0,30.0,Masters,Remote,0
48333.0,13.0,Masters,Remote,0
23927.0,15.0,Masters,In-person,0
46899.0,4.0,Masters,Remote,0
106332.0,16.0,Bachelors,Hybrid,0
88912.0,12.0,Masters,Hybrid,0
55851.0,9.0,Bachelors,In-person,0
140127.0,20.0,Bachelors,Hybrid,0
57462.0,23.0,Masters,Hybrid,0
92369.0,27.0,Bachelors,Hybrid,0
51555.0,7.0,Masters,Hybrid,0
101910.0,40.0,Bachelors,Remote,0
110191.0,30.0,Bachelors,Remote,0
63155.0,11.0,Masters,Hybrid,0
61222.0,6.0,Bachelors,Hybrid,0
83243.0,3.0,Bachelors,Hybrid,0
80000.0,12.0,Masters,Remote,0
111702.0,16.0,Bachelors,Remote,0
57230.0,9.0,Masters,In-person,0
45873.0,18.0,Masters,In-person,0
54777.0,10.0,Bachelors,Remote,0
25000.0,12.0,Bachelors,In-person,0
26854.0,23.0,Bachelors,Remote,0
220000.0,37.0,Masters,Hybrid,1
96666.0,15.0,Masters,Hybrid,0
91295.0,20.0,Masters,Hybrid,0
96666.0,14.0,Bachelors,Hybrid,0
96666.0,21.0,Masters,Remote,0
20386.0,7.0,Bachelors,Hybrid,0
32222.0,31.0,Masters,Hybrid,0
53703.0,16.0,Bachelors,Remote,0
165000.0,35.0,Masters,Hybrid,1
50955.0,7.0,Masters,Hybrid,0
45111.0,30.0,Bachelors,Hybrid,0
28000.0,4.0,Masters,Hybrid,0
64444.0,9.0,Bachelors,Remote,0
41888.0,9.0,Masters,In-person,0
53782.0,10.0,Bachelors,Remote,0
27024.0,10.0,Bachelors,Hybrid,0
28570.0,8.0,Bachelors,Hybrid,0
87508.0,12.0,Masters,Hybrid,0
28000.0,7.0,Masters,Remote,0
96511.0,23.0,Masters,Hybrid,0
44586.0,11.0,Bachelors,Hybrid,0
97954.0,36.0,Masters,Hybrid,0
65518.0,14.0,Masters,Hybrid,0
104184.0,11.0,Bachelors,Hybrid,0
53703.0,21.0,Masters,Remote,0
71538.0,25.0,Masters,In-person,0
60000.0,10.0,Masters,Remote,0
64444.0,42.0,Bachelors,Hybrid,0
65000.0,11.0,Bachelors,Remote,0
133700.0,16.0,Masters,Hybrid,0
69814.0,20.0,Masters,Remote,0
40814.0,8.0,Bachelors,Hybrid,0
34557.0,10.0,Masters,Hybrid,0
21481.0,8.0,Masters,Hybrid,0
109840.0,24.0,Bachelors,Remote,0
51078.0,6.0,Masters,Hybrid,0
123419.0,7.0,Masters,Hybrid,0
152300.0,8.0,Bachelors,Hybrid,1
59073.0,13.0,Masters,Hybrid,0
55628.0,16.0,Masters,Hybrid,0
242037.0,20.0,Masters,Remote,0
250000.0,20.0,Bachelors,Remote,1
95384.0,10.0,Bachelors,Hybrid,0
93443.0,25.0,Bachelors,Hybrid,0
63877.0,15.0,Bachelors,Hybrid,0
36000.0,5.0,Masters,Remote,0
120000.0,14.0,Bachelors,Hybrid,1
47259.0,7.0,Masters,In-person,0
99099.0,20.0,Bachelors,Remote,0
79910.0,15.0,Bachelors,Hybrid,0
45111.0,7.0,Bachelors,In-person,0
165604.0,20.0,Bachelors,Remote,0
32222.0,12.0,Masters,Remote,0
22378.0,25.0,Masters,Remote,0
230000.0,41.0,Bachelors,Remote,1
41872.0,10.0,Bachelors,In-person,0
66592.0,10.0,Bachelors,Hybrid,0
29077.0,10.0,Masters,Remote,0
140000.0,3.0,Masters,Remote,1
62296.0,9.0,Masters,Remote,0
122062.0,30.0,Bachelors,Remote,1
125000.0,35.0,Masters,Remote,1
63694.0,25.0,Bachelors,Remote,0
85925.0,7.0,Bachelors,Remote,0
150000.0,16.0,Bachelors,Remote,1
35981.0,5.0,Masters,Hybrid,0
